"year","school","theme","lyrics","score"
1986,"Unidos do Cabuçu","Deu a louca na História! E agora Stanislaw, como é que fica?","Muitos anos se passaram
Num devaneio de um criador
Foi trocando a história
Que Cabral num ""14 bis"" chegou
Xi, seu Cabral, seu Cabral
Cuidado com o jacaré, jacaré
Chama o índio e mata a fera
Se quiser pisar em terra
Senão você não vai descer
A missa ao som de um órgão era uma onda
Rezada por uma freira
Cruz credo, na batina tem dendê, oi
 
Chica da Silva
Loira pura angelical
Corria o céu
Em sua nave espacial
 
Do grito veio a independência
Carmem Miranda empinou o seu bumbum
Montada em uma girafa
Cantarolava thica thica thica bum
 
Thica thica thica bum
Bum bum bum
Thica thica thica bum
Mas que bumbum
 
Vejam a zorra que se deu na Abolição
A nega Clementina aboliu a escravidão
Assinando a Lei Áurea em cima de um fogão
Está na hora, vamos valsear
Dançar o ""corta-jaca"" até o dia clarear
Está na hora, vamos valsear
A banda tira um ""sarro""
E joga a música no ar
O gigante despertou, ô
E foi à luta contra a águia impoluta
Tenta o golpe derradeiro
É sonho, chegou fevereiro
Veja o que aconteceu
Stanislau, e como fico eu?
 
Deu a louca na história
Eu não fiz isso por mal
Olha o povo delirando
Porque hoje é Carnaval","lowest"
1986,"Unidos da Ponte","Herivelto Martins, tá na hora do samba que fala mais alto, que fala primeiro","Hoje sou luz ao luar
Verso que a Ponte seduzia
Vento de marola vim contar
Meu canto brinquei de Bahia
Um bolero envolvente
Gardel num tango a cantar
Sou eu, sou eu, ribalta
Que no tempo ficou
Sou eu de volta à boemia
Minha Mangueira, amor
 
Eu vou à Lapa
Pego o bonde de cem réis
O capoeira dá um laço com os pés
 
Meu Rio antigo
Dos lampiões a gás
Não chore que isso dá samba
Moleque bamba
Confete, serpentina, carnavais
Amigo Chico Viola
Ah! Que saudade
De ouvir o seu cantar
Hoje, aqui embaixo
Enlataram nossa gente
E não há samba que aguente
Este moderno
No lugar de cavaco e ganzá
 
Ô ô ô, ô ô ô
A Ponte canta Herivelto
Que hoje sou","lowest"
1986,"Unidos da Tijuca","Cama, mesa e banho de gato","O homem orgulhoso como quê
Não se sente feliz com a sua matriz 
Montou uma filial
Mostra os pecados capitais no carnaval
A hora é essa e vamos admitir
Uma só mulher é pouco
Deixa o homem no sufoco
Com tantas que andam por aí
O arroz com feijão
Lá de casa é bom
Mas o cozido da vizinha é melhor 
Dizem que eu sou machista
Com pinta de egoísta
Polígamo conquistador
Mas isso vem do tempo do vovô
Lá vai o trouxa
Crente que está numa boa
Mas não sabe que a patroa
Está com o Ricardão
E sua filha tem fama de sapatão
 
Tem piranha no almoço
Tem virado no jantar
Pra quem tem fome
Qualquer prato é caviar
 
Vida, palco desses acontecimentos
Desfilando pelo tempo
Hoje eu quero me banhar
No prazer mais prolongado
Que o banho de gato dá
Gingam cabrochas e ritmistas
Passistas e vigaristas
Artistas de revista e TV
Que não se importam
Com o que vocês vão dizer
 
Bota o prato na mesa
Tudo que vier eu traço
Prepare a cama
Que hoje tem banho da gato","lowest"
1987,"Estação Primeira de Mangueira","No reino das palavras, Carlos Drummond de Andrade","Mangueira 
De mãos dadas com a poesia
Traz para os braços do povo
Este poeta genial
Carlos Drummond de Andrade
Sua obras são palavras
De um reino de verdade
Itabira
Em seus versos ele tanto exaltou
Com amor
Eis a minha verde e rosa
Cantando em verso e prosa
O que o poeta inspirou
 
É Dom Quixote, ô
É Zé Pereira
É Charlie Chaplin
No embalo da Mangueira
 
Olha as carrancas 
Do rio São Francisco
Rema, rema, remador
Primavera vem chegando
Inspirando o amor
O Rio toma forma de sambista
Como o artista imaginou
 
Na ilusão de um sonho
Achei
O elefante que eu imaginei","highest"
1987,"Mocidade Independente de Padre Miguel","Tupinicópolis","Vejam
Quanta alegria vem aí
É uma cidade a sorrir
Parece que estou sonhando
Com tanta felicidade
Vendo a Mocidade desfilando
Contagiando a cidade
 
E a oca virou taba
A taba virou metrópole
Eis aqui a grande Tupinicópolis
 
Boate Saci
Shopping Boitatá
Chá do Raoni
Pó de guaraná
 
No comércio e na indústria
No trabalho e na diversão
 
É Tupi amando este chão
 
Até o lixo é um luxo
Quando é real
Tupi Cacique
Poder geral
Minha cidade. minha vida, minha canção
Faz mais verde meu coração
 
Laiá, laiá, laiá, laiá
Lá, lá laiá, lá, laia, lá","highest"
1987,"Império Serrano","Com a boca no mundo, quem não se comunica se trumbica","Se liga, ligação vai ser preciso
Aviso o verbo é comunicar
Caminha nem pestanejou
Como agente da passiva
Se comunicou
 
Vai pombo-correio
De permeio na imensidão
Voe e vá dizer ao meu amor
Que a saudade machucou o meu coração
 
Pregoa pregoeiro
O mercado é todo seu
Independência ou morte
Grito forte que valeu
Ô de casa! Olha o carteiro
É a carta de quem nunca lhe esqueceu
Jornal, jornaleiro, jornalista
Reportagem, entrevista
A imprensa em comunhão
Tudo em primeira mão
 
Alô, alô, alô, alô
Não se comunicou, dançou
 
A radiofusão está no ar
Seu sucesso é notório
Fez tanto artista popular
Novelas, programas de auditório
Indiscutivelmente é a era da televisão
O tão distante presente
Se faz presente, satisfaz nossa visão
Até a lua lá no céu
Nos chega via Embratel
 
Quem não comunica
Se trumbica e como fica
Fica na saudade fica","highest"
1987,"Portela","Adelaide, a pomba da paz","Como se fosse magia
Nosso poeta alcançou
O afã da poesia
Foi aí que clareou
Clareou é do infinito
Oh ! Que tema tão bonito
Adelaide, a pomba da paz
Está escrito
 
Voa, voa, voa
Deixa a tristeza de lado
Voa, voa, voa
Vai levar o seu recado
 
Leia esse matutino
Vai mudar o seu destino
Disse o tucano falador
Preciso de um mensageiro
Que seja bem ligeiro
Que leve a paz aonde for
Pomba entre na floresta
Aproveite a hora é esta
De aliviar a sua dor
Ilumine a escuridão
Faz feliz o coração
De qualquer sofredor ôôô
São quatro letras que fazem sonhar
É o amor que se espalha no ar
Neste dia de folia
Sigam o exemplo dessa pomba
Desativem esta bomba
Pra ninguém se machucar
 
Amar é bom, amar é bom
É bom demais
É felicidade
É sinônimo de paz","highest"
1987,"Beija-Flor de Nilópolis","As mágicas luzes da ribalta","Ao descerrar a cortina
O palco se ilumina
Tudo é brilho, luz e cor
Mergulhei na poesia
Drama, riso e fantasia
Num cenário multicor 
Surgiu de uma era distante
Esta arte fascinante
Que o mundo inteiro deslumbrou
Com encanto e magia
O teatro irradia
A mais pura emoção
E, hoje, esta beleza infinita
Acontece na Avenida
É a minha escola a sensação
E lá no céu
Uma estrela brilhou
Anunciando a alegria
Que a passarela contagia
Com beleza e esplendor
Para que chorar
O que passou
Lamentar perdidas ilusões
O meu povo vibra
Cheio de euforia
Extasiando os corações","highest"
1987,"Estácio de Sá","O tititi do sapoti","Que tititi é esse
Que vem da Sapucaí
Tá que tá danado
Tá cheirando a sapoti
Baila no céu a esperança
O cheiro doce e perfume
Vêm no ar
Olê, olê, olê
Vem de terra mexicana
Mandei buscar pra você
Sacode pra colher
Do pé que eu quero ver
Até o dia amanhecer
D. João achou bom
Depois que o sapoti saboreou
Deu pra Dona Leopoldina
A Corte se empapuçou
E mandou rapidamente
Espalhar no continente
Até o Oriente conheceu
E hoje no quintal da vida sou criança
Me dá que o sapoti é meu
Isso virou tutti-fruti
Tutti-multinacional
Virou goma de mascar
Roda pra lá e pra cá
Na boca do pessoal","highest"
1987,"Acadêmicos do Salgueiro","E por que não?","Se um dia o mundo acordar 
(E vai acordar) 
Verá, verá, verá 
Uma luz brilhando no horizonte 
E vai se transformar 
Verá que tudo pode acontecer 
Sorrir, sem nunca precisar chorar 
Virar... Um passarinho 
E fazer do mundo, e por que não 
Um belo ninho 
Venham ter felicidade
Salgueirando a humanidade
Amanhã
É raio de luz agora 
Vai a luta
O que deve ser teu será
O chapéu de palha
Quererê
Suor no rosto e um chão para viver
O paraíso está na terra
E por que não acreditar
É acabar com as guerras 
E vamos viver de amar","highest"
1987,"Unidos de Vila Isabel","Raízes","A Vila Isabel 
Incorporada de Maíra 
Se transforma em deus supremo 
Dos povos de raiz 
Da terra Kaapor 
O deus morava nas montanhas 
E fez filhos do chão 
Mas só deu vida para um 
No templo de Maíra 
Sete deusas de pedra 
Mas vida só pra uma destinada à Arapiá 
Querubim, Tapixi guardava a deusa para ele 
Que sonhava conhecer a natureza 
Então ele fugiu 
Da serra buscando emoções 
E se encontrou com a Mãe dos Peixes Numiá 
Por ela Arapiá sentiu paixão 
E quatro filhos Numiá gerou 
 
Verão, calor e luz
Outono, muita fartura
Inverno, beleza fria
Primavera, cores e flores
Para enfeitar o paraíso
 
Mas eclodiu a luta entre os dois amantes
Pelo poder universal
Vovô Maíra interferiu na luta
E atirou os dois pro ar
Pra lá no céu jamais poderem se enfrentar
 
Arapiá,
Guaraci bola de fogo
E Numiá
É Jaci bola de prata
 
E fez dos quatro netos governantes magistrais 
Surgindo assim as estações do ano...","highest"
1987,"Imperatriz Leopoldinense","Estrela Dalva de Oliveira","Zum zum zum... A bateria
Zum zum zum... É harmonia
Hoje é dia de festa
Hoje é dia de folia
 
Oh! Saudade ô
Hoje você é carnaval
No palco do amor
O teu papel é o esplendor ôô
A Estrela Dalva brilha,
E ilumina o meu sonhar
É a luz, é a poesia
É a vontade de cantar
 
Lá lá lá lauê
É carnaval, vou me perder
Lá lá lá lauê
Vem, meu amor, quero você
Bandeira Branca
Meu amor, eu peço paz
Vamos sambar,
Viver feliz e nada mais","lowest"
1987,"São Clemente","Capitães do Asfalto","Pequenino, triste feito um cão sem dono
Tão cansado de viver e sofrer por aí perambulando
Não teve sorte, seu berço não foi de ouro
Seu pai não teve tesouro
É triste sua vida a vagar
 
Seu moço dê-me um trocado
Eu quero comer um pão
Sou menor abandonado
Nesse mundo de ilusão
 
Enquanto o filho do papai rico
Desfruta do bom e o bonito
Do dinheiro que o pai tem
Lá vai o menino pobrezinho
Que acorda bem cedinho
Pra vender bala no trem
Muitas vezes é abandonado
Sendo bem ou maltratado
Na camada Funabem,
Alo Brasil
Felicidade nunca existiu no Sam,
Se hoje ele é mal orientado
Será marginalizado
Nas manchetes de amanhã
 
A São Clemente
Lembrou do seu existir
Somos Capitães de Asfalto
Na Sapucaí","highest"
1987,"Unidos do Cabuçu","Roberto Carlos na cidade da fantasia","Surgia na manhã o rei sol
Na carruagem que corria o infinito
Apolo dedilhava sua lira
Soavam notas que tocaram a tez de um mortal
Assim nasceu Roberto Carlos na canção popular
E hoje em festa e fantasia
Na corte da alegria vem cantar 
 
E quem sou eu, nessa cidade encantada
Sou mensageiro do amor
No esplendor da madrugada
 
Olha, você sabe muito bem
Certo Detalhes de uma vida agitada
O que me vale é a palavra amiga
Sempre tão querida do meu camarada
Um Amante à Moda Antiga
Nesse palco de Emoções
Quero que um amor seja eterno
O resto Que Vá Tudo Pro Inferno
 
Oh! Meu Brasil verde e amarelo
Meu Cachoeiro de luar tão belo
 
Oh! Noite, não se vá sem levar
De presente meu coração
Quem sabe nessa longa Cavalgada
No meu alazão de prata
Eu encontrei inspiração
E cantar pra você outra vez
A nossa canção...  Surgia","lowest"
1987,"Caprichosos de Pilares","Ajoelhou tem que rezar... ou Eu prometo","Estou cansado de ser enganado 
Papo furado é demagogia 
Não vão encher (o quê ?) 
A minha barriga vazia 
Espero da constituinte 
Em minha mesa muito pão 
Uma poupança cheia de cruzados 
E um carnaval com muita paz no coração 
Vou deitar, rolar
Pular feliz
Essa é a vida
Que eu sempre quis
Vamos, meu povo 
Democracia é participar 
Vote, cante, grite 
É tempo de mudar 
Quem vive de promessa é santo 
E eu não sou santo, meu senhor 
Seu deputado, eu votei 
E agora posso exigir 
Quero ver você cumprir 
Seu lero lero, blá, blá, blá 
Conversa mole isso aí 
É papo pra boi dormir 
Ajoelhou, tem que rezar
Não quero mais viver de ilusão
Você prometeu
Agora vai ter que pagar
Não vai me deixar na mão","lowest"
1987,"União da Ilha do Governador","Extra! Extra!","Amor, acorda pra folia
Vem descobre o dia a dia
Novamente cruza o mar a alegria
Caminha mandou foi de cocheira,
Foi notícia de primeira
Seu Cabral! Que legal!
 
Olha eu aí olha eu aí
Vim botar ""a banca""
Na Sapucaí
 
Li que a missão do ""economês"" é exportar
Diz a manchete que a guerra vai acabar
Aqui na terra tem cruzado pra valer
Caderno B o dia D é luxo só
É bafafá, é ti-ti-ti no ta-ta-tá
Olha a dica, vai na boa
Que o astral vai melhorar
 
Dançou, dançou, dançou, dançou
Deu milonga nessa copa
Dona Zebra até dançou
 
Quem tem amor pode dar
Quem não tem vai achar
Quem tem, ama
Você é chama do meu coração
 
Oi! Brilha a emoção
Antes que eu ma esqueça
Extra! Extra! Deu Ilha na cabeça","lowest"
1987,"Unidos da Ponte","G.R.E.S. Saudade","O canto que encanta espanta
Os males que a vida nos traz
Saudade lembrança é herança
Dos antigos carnavais
Saudade que bate constante
Tão forte dentro do meu coração
O céu está engalanado
O chão todo enfeitado
De recordação
 
Quero o tempo parado
E poder reviver
Meu antepassado
Meu carnaval é você
 
Que beleza
A natureza traz de volta
O meu cantar
O arco-íris se transforma
Em passarela
E a ponte é  a tela
Da glória em seu despertar
 
No gingado da baiana
Dança o sol
E dança a lua
Também dança a velha-guarda
E a vida continua","lowest"
1987,"Unidos do Jacarezinho","Lupicínio Rodrigues, a dor de cotovelo","Entra meu amor fique a vontade
Para homenagear
O grande artista e poeta popular
Que se faz vestir de rosa e branco 
É por aqui a vida e obra de lupi
De bar em bar
E de amores em amores
Teceu canções
E fez da mágoa uma fonte de prazer
Semeando ao som de melodias
Alegria e prazer, eis a lição
Haja coração
Desafiando o tempo
E atravessando gerações
Suas canções vão encantando
Nos cabarés e salões
Uma legião de sofredores
Falando em desamor numa só voz 
Vira um mutirão de sonhadores
Semeando flores entre nós
Quem ontem chorou
Hoje vai sorrir
Lupiciniando na Sapucaí","lowest"
1987,"Império da Tijuca","Viva o povo brasileiro","Tudo que vamos contar veio de lá da Itaparica
Ilha baiana onde viveu Pirapuama
E os personagens que ilustram essa trama
Dafé, Patrício Macário
E a mística figura do cenário
Ao passar pela Bahia os holandeses
Deixaram gerações, marcaram corações
E tem mais o barão cruel, homem dominador
Do monopólio da baleia era o senhor
 
Ôôôôôôô
Ôôôôôôô
 
No verde esperança dos olhos de Maria Luzia
A fé de um povo que sofria
Com ele lutou pelo ideal
De liberdade e justiça social
Após a vitória, coberta de glória
Tomada de emoção
Aprisiona o vencido, com sua doçura
Nas grades do seu coração
No Paraguai, vitória geral
Mas pro Macário, desilusão total
Ressoam novamente os atabaques 
Agradecendo aos nossos orixás
Lá se foi o general, fim da linha
Hoje ainda existe a canastra
A irmandade da casa da farinha
Por trás desta alegria, à sombra de uma dor, de uma dor
De um povo hospitaleiro
Viva nós, viva nós, viva o povo brasileiro","lowest"
1988,"Unidos de Vila Isabel","Kizomba, festa da raça","Valeu Zumbi !
O grito forte dos Palmares
Que correu terras, céus e mares
Influenciando a abolição
Zumbi valeu !
Hoje a Vila é Kizomba
É batuque, canto e dança
Jongo e maracatu
 
Vem menininha pra dançar o caxambu
 
Ôô, ôô, Nega Mina
Anastácia não se deixou escravizar
Ôô, ôô Clementina
O pagode é o partido popular
O sacerdote ergue a taça
Convocando toda a massa
Neste evento que congraça
Gente de todas as raças
Numa mesma emoção
 
Esta Kizomba é nossa Constituição 
 
Que magia
Reza, ajeum e orixás
Tem a força da cultura
Tem a arte e a bravura
E um bom jogo de cintura
Faz valer seus ideais
E a beleza pura dos seus rituais
 
Vem a lua de Luanda
Para iluminar a rua
Nossa sede é nossa sede
De que o ""apartheid"" se destrua","highest"
1988,"Estação Primeira de Mangueira","100 anos de liberdade, realidade ou ilusão?","Será ...
Que já raiou a liberdade
Ou se foi tudo ilusão
Será ...
Que a Lei Áurea tão sonhada
Há tanto tempo assinada
Não foi o fim da escravidão
Hoje dentro da realidade
Onde está a liberdade
Onde está que ninguém viu
Moço
Não se esqueça que o negro também construiu
As riquezas de nosso Brasil
 
Pergunte ao Criador
Quem pintou esta aquarela
Livre do açoite da senzala
Preso na miséria da favela
 
Sonhei ...
Que Zumbi dos Palmares voltou
A tristeza do negro acabou
Foi uma nova redenção
Senhor ...
Eis a luta do bem contra o mal
Que tanto sangue derramou
Contra o preconceito racial
 
O negro samba
Negro joga capoeira
Ele é o rei na verde e rosa da Mangueira","highest"
1988,"Beija-Flor de Nilópolis","Sou negro, do Egito à liberdade","Vem, amor, contar agora
Os cem anos da libertação
A história e a arte dos negros escravos
Que viveram em grande aflição
E mesmo lá no fundo das províncias do Sudão
Foram o braço forte da nação
Eu sou negro, e hoje enfrento a realidade
E abraçado à Beija-Flor, meu amor
Reclamo a verdadeira liberdade
Raiou o sol, e veio a lua
Eu sou negro, fui escravo
E a vida continua
Liberdade raiou, mas igualdade não, não, não, não
Resgatando a cultura
O grande negro revestiu-se de emoção
Ih! A mãe negra 
Oh! Mãe negra faz a festa
O povão se manifesta
Cantando para o mundo inteiro ouvir
Se faz presente a força de uma raça
Que pisa forte na Sapucaí
Dunga Tara Sinherê
Erê rê rê rê
Erê rê rê rê","highest"
1988,"Acadêmicos do Salgueiro","Em busca do ouro","Minha fantasia vale ouro 
Meu tesouro se espalha na avenida 
Vem de Midas o exemplo 
Esta ambição antiga 
Negros de ofícios e artistas 
Fizeram do barroco opção 
Xangô todo banhado em ouro? Chico Rei 
Na festa da libertação
A saga da lavoura do café... é 
A viga mestra da falida economia 
É festa, sinhazinha, vem dançar 
Os feitores vão chegar 
Juntos com a fidalguia 
Bantô... D'Angolô... Crioulo, muito axé...
Eis o milagre do café
Um dia na Bahia apareceu 
Cascatas de ouro negro 
Meu mando entregando o que é seu 
Em troca, presente grego 
Interesses ocultos 
O sangue da terra sugou 
Baianas, Monteiro Lobato 
Herói literato 
O petróleo salvou 
E hoje do ouro de fato 
O sonho dourado foi o que restou 
Serra pelada já está nua 
Mas minha alegria continua 
Nem de ouro nem de prata
O cruzado tanto fez que virou lata","highest"
1988,"Portela","Na lenda carioca, os sonhos do vice-rei","Está fazendo um centenário
A Portela em louvação
Voa com a liberdade,
A águia e o negro
Num só coração.
Tece versos de amor
Que o vice-rei sonhou
Nesse cenário de paixão
A hora é essa
De irmanar a multidão
 
Canta meu povo, canta meu povo
Vem no embalo que a lenda é carioca
Canta meu povo,
Vem sambar de novo
 
Peripécias do amor
Que o vice-rei sofreu
Foi Vicente quem casou
O sonho se acabou
Susana,
Musa desse mar de lama,
Simplesmente a tua chama
Queima o peito de quem ama.
Valentim, foi ele sim, sim
Que esculpiu a fonte dos amores
Recanto tão sutil
 
Briga, eu, eu quero briga
Hoje eu venho reclamar
Essa praça ainda é minha
Eu também estou fominha
Jacaré vem me abraçar","highest"
